base_appid,dlc_appid,name
2402310,2402350,Crazy Flasher 7 Mercenary Empire(stand-alone Version)official modifier
844980,2395710,I Am Your President - Prove Yourself Scenario
1632490,2392860,Shashingo: Learn Japanese with Photography - Additional Camera Filters
2249510,2391630,SpearHeads - Donator's Pack
2391840,2391850,NejicomiSimulator TMA01 -Uncensored  & Unlock all settings Pack-
2116790,2381490,Warlocks Quarry - Random World's + Explorer
2129050,2374890,REX DELUXE FULL SET
2283360,2374760,Forced Sacrifice: HEJLED Unlock All DLC
2350380,2369260,Level Up: The Gamer Girls - NSFW Content
2701750,3327130,Corrupted Paradise : Walkthrough / Solution
2842150,3324190,Pair A Dice - Fuzzy Dice Edition
2242840,3320290,DreamlessGirl - Skin Pack Rose-Hued Uniforms
1401590,3311900,Disney Dreamlight Valley: The Storybook Vale – Magical Edition
1510470,3309740,PRIM Artbook
2614720,3305560,SCP Desktop Pals Pack
2356780,3299430,Dungeon Clawler - Supporter Pack
3194800,3299580,ALFRED IS A BAD GUY - Pack Fondateur
2475780,3442210,THE SHRiNK Episode 3
3002570,3411040,Nymphomaniac - Vydija Lee Support
1683400,3409530,The Chronicles: Wasteland Assault - Supporter Pack 1
638510,3384630,dotAGE: Folkways
2848750,3461720,The Art & World of Things Too Ugly
3145370,3492410,Muffles' Life Sentence EPISODE 2
1843470,3364920,Dungeon Dreams 2 - Love Life
3016840,3358760,I Am Cat - Deluxe Pack
1789050,3357490,Fuchian Chronicles - The Last Fox Fighter
1431240,3350100,Coloring Book for Adults - Full Version
2025310,3348320,Sigh of the Abyss - Guidebook
3322370,3347260,街機三國-初出茅廬
2129160,2580470,Blue Wednesday Artbook
1740310,2575700,Tiny Witch - Digital Artbook
2391870,2569880,MareQuest: An Interactive Tail Artpack
2567730,2567890,Crunky's Fun Rager - Crunky Pass
2488050,2556290,The Winning Secret of the Newbie Strategist Princess DLC
2056150,2552890,Heroes and Test of Succubus - Additional All-Ages Story & Graphics DLC
2548720,2548730,Fatrifice 2 Artbook
2347890,2546000,Snowscapes - Penguin Supporter Pack
895870,2536180,Project Wingman: Frontline-59 Campaign
826540,2531400,Audio Trip: Swanky Song Pack
1096930,2526110,Strategic Command: World War I - Empires in Turmoil
2071120,2520790,Dreambound Official Art and Guide Book
2507900,2510230,Girls in Pajamas - Artbook 18+
2347030,2507360,Princess Survivors - adult patch
2180340,3222700,海山：昆仑镜 - 三灾七难
3093370,3220840,The Last Sight: After Hours
2457030,3216620,GT Manager - Deluxe Edition Upgrade
base_appid,dlc_appid,name
2776500,3204680,Time Treker - Supporter Pack
2403290,3204700,Boyhood's End - Digital Artbook
2238170,3204200,Fortune Cookie - More Cookies
2904000,3194200,The Spell Brigade - Supporter Pack
3051910,3175250,Sudoku Topology - Supporter pack
1931060,3174250,妖与夜的幻想 - 宛如幻听的message
1035990,3170530,Dialtown: Roger's Route DLC
1129250,3166350,NEKO-NIN exHeart 3 - 18+ Adult Only Content
2794180,3289140,Signal Control Simulator - 新町高原駅
1372530,3285860,Fly Corp - American Dream
1656930,3283710,Coridden - Digital Bestiary
3218270,3283500,Kolasi - Timed Mode
1877650,3279550,Zero Orders Tactics Supporter Pack
1771550,3277950,Unlimited Ducks
1599020,2110960,Tinykin Artbook
1273750,2100850,Button City Official Artbook
1855130,2095850,Samurai of Hyuga Book 5 - Side Stories 11-20
2059810,2093880,Richman 4 - Multiverse Journey
1914100,2090920,Wet Cute Girls - Artbook 18+
658630,2072530,无名之辈6-11关
1588390,2068330,FaceWorld Pro
864700,2065550,Dinosaur Fossil Hunter - Designer DLC
979480,2057800,Born Punk - The Art Of Born Punk (Artbook)
1680550,2054720,Impact Point - Character Customization
1963210,2055030,VALKYRIE ELYSIUM DIGITAL DELUXE UPGRADE
1946150,2021900,Alexandria - Port of Worlds - NewImages Festival
1964310,2002620,MORODASHI SUMO - Unlock All Accessory + Special Accessory
1992640,1999010,Anime vs Evil: Apocalypse - Hentai Edition
1966070,1996020,DayDream 18+ Adult Only Content
1986240,1991030,Maid PizzaHub 18+ Adult Only Content
1419160,1988770,Souldiers - Artbook
1660860,1988500,The Harem Life of Peerless Swordsmen-Free 18+ DLC
1727100,1982740,69 Summon Succubus - 18+ Hentai Patch
1131240,1980200,Dungeons of Edera: Founder's Pack
1963440,1966160,Ijiaru Oneesann No Otsumami 2 - Deluxe Pack
1158470,1966470,Voxelgram - DLC #1
265630,1965120,Fistful of Frags: Retextured
648390,1962190,Marie's Room - Artbook
1578650,1958420,The Art of Citizen Sleeper
2315830,2315910,人妻学園　～営み指導で調教ッ！？ハメ堕ちする清純妻～　デラックスパック
2161440,2401890,Sailing Era: Edge of the World
2327660,2395920,Pigeon Protocol - Hat Pack 1 (With Development Booklet)
2120870,2394370,Sister Lize's suffering - Additional Adult Story & Graphics DLC
1969060,2393230,Path of the Midnight Sun (Official Artbook)
2002860,2366840,Raiden III x MIKADO MANIAX - Soundtrack Sampler
983970,3320740,Haven Digital Artbook
2409780,3314120,Breeze of Passion - Extra content
3127650,3312900,NO STRANGERS - COSMETICS PACK #1
2532340,3312450,Unaware in The City - Extended
2644210,3311500,伯克利家的女仆：梦之溯源 DLC
3309510,3311290,Coloring Book for Adults 2 - Full Version
3009060,3308830,The Adventure of Pixi: The Ultimate Guide
982450,3305030,Truth: Disorder III — Gemini Artbook
1908770,3441560,Akolyta - Mod Tools
3318730,3435740,Anomalies Detective - Girl Dormitory
2122830,3432990,Venus in Furs: Ishtar's Venus
2281860,3431290,Duelyst GG: Memories of Aestaria
2537010,3428340,MISTERY Deluxe Upgrade Package
1153830,3423970,Indecent Desires - step by step Walkthrough
2442460,3415120,Citizen Sleeper 2 - The Sleeper's Sketchbook
2704350,3413530,Iskelonia - Cheat Codes Pack
3272960,3406280,Dead Lamb Walking - Artbook
2275940,3405240,Rogue Hex - Supporter Pack
3347600,3404730,プロトリジゲン: サウンドトラック + アートブック
3338100,3393980,Mystic Pub - Expansion Pack 1
3150720,3393510,Mint's Hints 3
3364880,3387780,Moral Dilemma: The Interview - DLC
2237460,3383800,Last Stance - Let It Snow
2922580,3383300,Wrong Number - Artbook and Guide
2025800,3504070,Enzio-Ware - Ambassador Certificate
3433030,3502280,Poker Clicker - Autoclick
3325130,3366610,Year of the Ladybug: Season 1 - Digital Artbook
2132560,3352920,On Your Tail - Digital Artbook
3197700,3352340,Corkscrew Betas Galore!
2995800,3348040,RevoiceLive - open button
3115510,3346900,Catgirl Aim Trainer - Catgirl Feet
1669980,2582920,Volcano Princess - Official Picture Package
1707620,2582120,GAZZLERS - Digital Artbook
1797300,2576940,Void's Calling: Last stand
2555040,2564840,Royal Romances: Endless Winter DLC
666150,2562770,"Prehistoric Kingdom: Digital Artbook, Vol. 1"
2403260,2558590,Ancient Weapon Holly - Artbook
1340480,2554900,The Cosmic Wheel Sisterhood Digital Artbook
2503900,2552320,Surreal House Art Pack
2488690,2547130,Desktop Beach Girls - 18+
2334040,2546330,YinYang Street - Fan Pack
2512160,2543640,Monday Meltdown - Supporter Edition
2537730,2543260,Noblesse Oblige: Legacy of the Sorcerer Kings - Crown Loyalist
2309630,2539300,The Devilry Reservation - Сhapter II
1824580,2534130,Dungeon Drafters - Kickstarter Book
1623120,2530590,Chaos on Wheels - Deluxe Content
2224740,2518390,DreamWorks All-Star Kart Racing Rally Pack
1889450,2513430,PACK MY STUFF - NEW CITY
2506860,2507250,Cuties - Artbook 18+
2506850,2507290,Cleaning Girls - Artbook 18+
1627570,3225560,The Plucky Squire - Digital Art Book
2473640,3214930,EcoGnomix - Coloring Book
2020840,3214210,Left to Rot - Infernal Rot
3198120,3198370,Deathblossom - Support the Dev
2354770,3183130,Oni Onsen Polyamory
2559930,3175400,The Queen's Quest 18+ Patch
2008100,3170370,Rule the Waves 3: Expanded Battles
3102380,3165380,Alphabet - Numbers
2920690,3155870,SOF: Enemy from the future - The Mystery of the Missing
1029210,3154420,30XX - Feline Fury DLC
2272250,3297180,Forgive Me Father 2 Digital Artbook
3271430,3296290,Portrait of a Cornish Woman 18+ Patch
1101120,3288480,Gunsmith Simulator - Flint & Powder
3228030,3285760,Gloomy Tales: Hotel Frightsylvania DLC
1675830,3279710,1000xRESIST - Piano Book Vol.1
1493940,2109080,Airoheart - Day One Exclusive Pet
1500250,2103490,Der Blaue Diamant - additional mission
1948700,2102830,GunsoulGirl 2-Add Patch
2095300,2099930,Breakout 13 : Fight
1283810,2098260,Solenars Edge II: Aurora of The Seventh Dawn Donation
1938010,2092830,WILD HEARTS™ Karakuri Upgrade
1680650,2082240,Astonishing Baseball - God Mode
1069640,2080110,This Land Is My Land - Trophy Guns DLC
1339410,2078000,Conspiracy Field: Fog Shadow - 公式设定集
1583130,2076680,Replicators Defence - Strange boxes
1866430,2071690,Rhapsody: A Musical Adventure - Digital Art Book
2056970,2070680,Animal Wish - 18+ Adult Only Content
1091500,2060310,Cyberpunk 2077 REDmod
1987160,2056050,The Kobolds Left Behind - Hoard of Bonus Content
1970160,2054080,Cuties Hacked - Hentai DLC
1860700,2053340,Outmode - VR Mode
866140,2018010,Arise: A Simple Story - Artbook
1359980,2015160,POSTAL: Brain Damaged Art Book
2003310,2009120,Wallpaper Alive Donation
1383050,2007510,Chess Knights: Shinobi - Tilt Five Edition
314970,2006890,Age of Conquest IV - All Maps & Modding
1413960,2006230,Chevalier Historie Append
1995600,2002800,Anime Armpits +18 Content
1936230,2002460,"별에게 소원을 / Digital Work (월페이퍼, 스탠딩 CG, 이모티콘) + 설정집"
338820,2002530,Retro Commander - All Maps & Modding
1878810,1998600,The Circus - After the Scenes Full Book DLC
1986230,1997700,What if your girl was a frog? 18+ Adult Only Content
1881950,1991400,Reimei no Gakuen Digital Artbook
1487270,1981640,Last Command - Extra Mode Pack
1968110,1970351,Neko Girls: The Handjob Artificer Art Pack
1274570,1966630,DEVOUR: Supporter Edition
1957130,1962480,Night of Love - 18+ Adult Only Patch
1653850,1957420,Magi Mind Game DLC: Support The Creators If You Want To
2286220,2317780,Dark Desire Mute 2 - DLC 01
2013360,2316610,The Oregon Trail — Cowboys and Critters DLC
2264410,2388270,The Survivors - Expansion Map
2350390,2370820,NSFW Content - Neko Office: Nightlife Adventures
2364810,2370980,GOLD girls - Free 18+ DLC
2370740,2370750,NejicomiSimulator Vol.5 -Uncensored  & Unlock all settings Pack-
2162790,2367240,Pricia Defense - R18 DLC
3333600,3334380,The Mysterious Thief; Forget Me Not Artbook
2716400,3333860,The Rise of the Golden Idol - Detective Pass
2754140,3333440,Sexy Apocalypse Girls. Part II
3165620,3307220,Bright Side: Quiz - Watch & Learn DLC
3027490,3443690,LivingForest FemaleCharacters
1876730,3432370,SAPPHIRE MOON-FOREVER MEMORIES -小剧场集
3411580,3422080,Mystery of Myths: Heart of Athens DLC
1451940,3412770,NEEDY STREAMER OVERLOAD ARTWORKS
2396400,3409480,Canvas Menagerie Artbook
2683320,3384660,Project Aphotic - Art Book
2797310,3463980,Hypnotic Idol - Uncensor patch
3422450,3463990,Stray of Lost Cat-Artbook
2911390,3462400,Tales from the fans
3174480,3458590,Return to campus-Bro support
3392060,3457060,Shelter from the Storm - The Cloak of Kindness
1948430,3448720,Planet S - A new Horizon
2928330,3362060,MASH VP! Re:VISION - GENESiS RE:BUiLD 02 Pack
2514400,3352700,Servonauts Artbook
3217180,3351200,Ananas - Pineapple Supporter Edition
3344800,3346650,Esca - Artbook
2573430,2573520,InteriorDay optional features
2499320,2567900,The Last Exodus - Full Version
939990,2543230,Boxing School - Solo Career Mode
2513240,2540120,Hero Tale - Warlock Fairy
1916610,2540190,Frame - Negative Scaling DLC
503770,2524910,Elven Assassin - Rise of Darkness DLC
2022330,2521030,The Riflemen: Premium Pack
2262220,2513400,Glowing Stones : Heroes' Awakening - Bonus Pack
2506430,2508900,Lovely Brides - Artbook 18+
1573280,2506150,WW2 Rebuilder: Remagen Map DLC
1037990,2502440,Pioneer Purse - Fatestone Bundle
1394930,3216010,MAMIYA - Digital Art Book
2879800,3215550,Psychomachia - Nightvision
1235110,3211060,We Sold Our Soul For Rock 'n' Roll
2347910,3204210,Seal: WHAT the FUN - DLC 1
3183320,3199240,Maze of Realities: Synergy of Worlds DLC
335620,3198060,Star Traders: Frontiers Supporter Badge
3044540,3192900,Riddle Tower - Halloween DLC
3174720,3187020,Scales and Tails - XP Doubler
2978240,3174680,The Heft Effect Artbook
765480,3172920,"The Art and Secrets of ""Karambola"""
3029820,3169500,Ai Vpet-DLC
2972990,3157450,"hololive Treasure Mountain Usada Pekora's ""Hiya-Peko DLC"""
2825030,3157460,Resurrection : Nuke island - Weapons Pack
1550180,3151950,9th Dawn: Book of Nameless (Digital eBook novel)
2638560,3292860,Forbidden Fantasy - Supporter Pack
2794610,3288230,Massacre At The Mirage: Artbook
1722750,2109560,Halt the Heist! - Supporter pack
2096820,2105740,Dama Hame Tosatsu Nikki - Deluxe Pack
800550,2104830,DarkDIRE: The Advanced Set - Greencastle Expansion
1324130,2104870,Stranded: Alien Dawn - Robots and Guardians
916140,2081750,The Tale of Bistun - Artbook
1914050,2081870,Assassin Girls - Artbook 18+
1054350,2081280,Lost and Hound - Artbook
1184480,2075290,Inertial Drift - Twilight Rivals DLC
1812060,2072470,Yokai Art : Adult Content Patch
1866420,2071700,La Pucelle: Ragnarok - Digital Art Book
1668950,2060440,Pluvia - Episode II
1461030,2059460,Carnivores: Dinosaur Hunt - Cretaceous Terror Pack
1294680,2057510,Café Rouge CG Gallery
1291210,2008210,Justice.exe Art Pack
1993140,2007760,shootinggirlDLC
1594320,2004740,Captain of Industry - Supporter edition upgrade
1967320,2001260,Fairy Biography - adult patch
1989990,1990000,Touhou Crisis - Artbook & Soundtrack
1296770,1988620,Her New Memory - BDSM DLC
1187840,1978340,Vesper: The Age of Zero Light
1575870,1977800,UpGun - FullGame
1897960,1969800,Meet Cute: Delivery - 18+ Adult Only Patch
1652720,1968130,Hextones: Spacetime - Tilt Five
1954200,1964240,Kena: Bridge Of Spirits - Deluxe Pack
43190,1964570,The Haunted: Hells Reach DLC 2 The Fog
1903370,1964640,Daydream! - ArtBook設定集
1943850,1957140,Indecent Details - Art Collection
2301510,2318220,Blackout Hospital - Artbook
1732220,2316630,The Crown of Wu - Artbook
2387590,2404540,Fairy Biography4 : Affair - adult patch
1717640,2399250,Mahokenshi - The Designer's Guide
2133570,2398740,SpaceSlog Custom Character in Game Access
2196570,2392410,Escape!! - Date Night
1701520,2389760,Afterimage: Artbook
2388070,2388220,Criminal Archives: Alphabetic Murders DLC
2024890,2384770,異世界で石に転生 - 全年齢版ストーリー&グラフィック追加 DLC
1607170,2376730,Magical Girl Noble Rose - Additional All-Ages Story & Graphics DLC Vol.1
2196120,2372850,Baker Business 3 - Spring Pack
2343090,2366340,Captain Dodger: HARDCORE
3192350,3328250,There's no Santa - The Extra Presents
3317540,3327490,Thesaurus Guide
2319940,3324760,GREAT TOY SHOWDOWN : Coffee for Developer
2319390,3299860,Kvark - Soundtrack & Wallpapers
3337670,3446590,Hentai Office - Arts
3237180,3442060,The Last Joy - Chapter 2
2715370,3429690,旧日女修肚兜皮肤DLC-Ancient Cultivatrix DLC
2486810,3418790,Team Rise - Customization pack
3244420,3409690,후원자 전용 콘텐츠: 숨숨집
1604380,3407830,Hamidashi Creative Totsu
1895720,3404310,Project Three - Third time's the charm (Behind the scenes)
2211170,3393870,Unrailed 2: Back on Track – Supporter Pack
1309710,3392520,The Stone of Madness Special Edition Content
3351120,3392440,Crane Truck Simulator VR
3122530,3391590,苍空的彼端 - 岁末·年初
3022270,3391640,Proto Garden Supporter Pack
908060,3387810,Talisman: The Reaper Classic
2946030,3384850,Choo-Choose - Supporter Pack
1625610,3382510,Bub Block Level Pack
2372490,3495510,Mutant Crisis - Tower Defense
2756780,3492080,OBSCURIA - THE TRAGEDY
1822240,3358370,Stars In The Trash Digital Artbook
250900,3353470,The Binding of Isaac: Repentance+
2289720,3350770,Kaiju Princess 2 Artbook
3348100,3348230,Connected Hearts: Hour of the Witch DLC
2571240,2581480,房间的秘密3设定集
633080,2575460,Relic Hunters Legend - Heroic Content Upgrade Pack
2309690,2498820,Shadow of the Night : Monsters
2443110,2498850,"The Art of South Scrimshaw, Part One"
2459870,2498360,Drop Doll-Patch
1628610,2498500,Paquerette Down the Bunburrows - Supporter Pack
1038690,2498200,Kakuro: developer support package
2477300,2496880,float champions - 100 corks
2083160,2497100,DISFIGURE - DONATION
2365140,2496490,The Artist - Developer Donation
1478160,2495690,咸鱼喵喵 Artbook
2383690,2495140,Far Cry 6 Demo - HD Textures
1965280,2495170,"Prisseceal, the Dazzling-and-Flaring Peach Princess - Additional All-Ages Story & Graphics DLC"
1812910,2492900,Great Houses of Calderia Artbook
2483050,2491760,Project City: Kingpin Upgrade
1453430,2491090,Behind the Horizon - The Sky Fortress
2279410,2489840,The Zombie Neighborhood - Piano Music
2487160,2487230,Unsolved Case: The Scarlet Hyacinth DLC
1658040,2487020,I Am Future Digital Artbook
2345660,2487040,謳歌的聖女－贊助區
2128480,2486600,스테퍼 케이스 - 아트북
1432100,2485400,The Bookwalker: Thief of Tales - Digital Artbook
1515640,2483060,Arcadegeddon Deluxe Upgrade
1854870,2481760,Virtual Adventure - Lacrima di Cristallo
1828740,2481050,MNAH: Prince or Villain
2189040,2481150,Mean Beans - I Paid Money For This Pack
2055730,2480370,미연시 시뮬레이터 : 에피소드 2 - 강희정 편
1585450,2480520,Furry Shakespeare: To Date Or Not To Date Spooky Cat Girls Downgrade
1349170,2480530,Furries & Scalies & Bears OH MY! 2: Return to Kale Bay: Beyond the Monster Sea
872570,2479980,Romans: Age of Caesar - Starter Pack
2016220,2480240,AntarcticaRoyale
2259180,2480340,No Questions Asked - Murphy's Outlaws
2205420,2479180,PAIN: RePAINted
1698530,2479360,VTuber Beats Uncensored (18+)
2231060,2478740,Druidwalker - Artbook
2467190,2477880,三國立志傳3-曹操傳
2107150,2476550,SlaveCorporation - Additional Adult Story & Graphics DLC
1880470,2475100,The Inquisitor - Deluxe Edition Upgrade
1571170,2475310,Summer with Mia High Quality 4K Wallpapers
